;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;L (years);D (km);r (%);Em_elFC (gGHG/kWh);Em_elVC (gGHG/kWh);Em_elBatt (gGHG/kWh);C_fuel;cd_phev (%);fe_phev_cd (%);fe_phev_cs (%);c_phev_el;c_phev_synth;E_battPHEV;E_batt;P_batt;P_fc;C3;C5;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
249;0.651;227.7562;78202.2122;0.1662;205.3488;3614601.0228;1.4149;15.571;10359.816;7.537;409.7369;521.7063;862.5927;6.5854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.1244;81.175;94.0119;0.0;192.0248;81.9634;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;555.9739;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;250
250;0.5176;230.7623;79270.4272;0.1117;211.0152;3856065.6816;1.4482;16.9764;11502.6287;7.486;416.2821;574.3651;710.9752;3.4827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.2997;84.4566;95.1364;0.0;196.0784;90.7801;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;552.7473;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;251
251;0.5438;265.7762;78749.4427;0.1249;243.9368;4105943.7248;1.4245;15.7016;11973.6787;7.7071;485.8346;571.8729;878.5913;4.4756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.5305;84.0416;94.4752;0.0;168.2225;86.0785;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.3167;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;252
252;0.6357;219.2974;81636.2107;0.1345;193.0842;4269342.2982;1.1019;15.2067;10710.3882;7.3609;496.4694;544.7236;714.8584;6.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.1716;103.2716;94.3479;0.0;171.425;97.78;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.0113;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;253
253;0.6011;202.2286;82624.8704;0.1378;179.7305;4012125.3303;1.2409;16.8022;10613.5902;7.4411;408.4112;587.5917;837.6769;5.4975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.7143;96.942;93.8981;0.0;165.9003;114.6933;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;565.8105;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;254
254;0.6826;234.0312;81870.5288;0.1539;206.086;4327137.8939;1.2424;15.4642;10013.0211;7.163;469.3112;590.903;790.0953;6.3977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.1303;103.3615;94.2146;0.0;185.7913;100.0955;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;556.9076;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;255
255;0.6903;268.0582;82799.5077;0.1866;243.9455;3963504.3007;1.5848;15.5564;10566.3423;7.2293;440.258;515.252;797.8092;6.9944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.3761;103.5368;95.243;0.0;167.7503;108.5511;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;561.8289;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;256
256;0.6197;270.161;79629.7448;0.1666;247.3555;4008117.8249;1.5878;15.2297;11540.0855;7.4235;437.6367;554.6158;781.6233;6.2298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.7737;95.2355;93.5475;0.0;182.0514;84.1973;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;554.069;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;257
257;0.59;169.4261;83796.1103;0.0979;146.8301;3847304.2116;1.0299;16.0652;10598.3996;7.9004;410.8218;518.8051;730.7115;3.2608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.1183;105.2672;95.9572;0.0;192.3117;115.9025;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;564.7958;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;258
258;0.6349;189.1616;80846.6015;0.1232;163.426;4065891.5624;1.0366;15.5101;10186.0751;7.5081;446.4637;557.6716;801.8217;5.2367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.1051;97.9434;94.3019;0.0;177.1361;94.9462;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;554.0362;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;259
259;0.56;210.675;82242.6088;0.1378;191.0991;3812882.7829;1.3408;16.5741;11751.7381;7.9503;406.9606;530.2328;764.7703;5.556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.2919;99.1596;95.0828;0.0;191.0025;107.5387;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;563.342;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;260
260;0.6042;236.488;79392.4989;0.1562;214.0635;3974057.3028;1.3818;15.7589;11245.6689;7.3391;434.366;593.7741;787.7275;6.3487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.9617;82.4948;93.369;0.0;186.4115;95.1992;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.742;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;261
261;0.6032;245.6184;82676.9741;0.1459;224.6366;3793277.3733;1.4745;15.7487;11479.6172;7.724;425.5281;520.7968;893.1306;5.4732;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.9741;93.6858;93.0115;0.0;175.9055;119.3556;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;556.4694;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;262
262;0.5874;227.3488;80417.3688;0.117;205.9016;3666722.5921;1.38;16.3219;10474.5945;7.5164;422.0862;504.7652;871.4829;3.6804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.6795;85.6344;94.203;0.0;169.3322;103.4484;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;550.3395;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;263
263;0.558;211.6879;79242.322;0.1321;190.1892;3999762.3868;1.2349;15.5821;11939.7654;7.8815;442.3649;578.0253;895.2609;5.6609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.4884;83.3779;95.6469;0.0;163.1699;92.3021;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;564.7215;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;264
264;0.5834;200.8375;79778.7615;0.1369;176.9235;4272973.5793;1.0408;15.6491;11417.9631;7.0305;478.356;573.014;838.3443;6.8159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.363;100.0205;93.7081;0.0;169.9253;82.6711;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.8872;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;265
265;0.5121;241.4855;79902.4941;0.1138;222.1456;3879500.5362;1.4645;16.9135;11860.1108;7.8865;424.4038;582.8424;755.2279;3.6527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.5969;80.7119;93.1698;0.0;175.0435;103.6061;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;562.9378;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;266
266;0.5942;241.012;80460.7259;0.144;220.6334;3641957.7801;1.4783;15.105;11831.5179;7.8165;423.0474;512.117;884.8173;5.4331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.4847;84.5654;94.3897;0.0;199.5267;105.7816;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;561.038;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;267
267;0.6001;196.9715;82091.1337;0.109;173.007;4005585.5692;1.1554;16.3996;10192.1101;7.862;422.6481;553.2872;753.9903;3.5627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.2822;102.1799;93.9922;0.0;165.0392;102.985;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;566.5843;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;268
268;0.5549;273.6548;79681.4205;0.1218;252.3113;3926529.4089;1.5687;15.9984;11499.1538;7.075;452.8771;545.1902;717.2803;3.656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.6992;87.7764;93.7622;0.0;195.0323;91.5702;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.9841;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;269
269;0.5421;249.214;79999.9163;0.1305;228.2828;4068017.1797;1.4983;16.3278;11903.1364;7.0785;432.0109;596.372;724.7854;4.5047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.9258;92.9538;94.4201;0.0;181.3998;91.1849;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;557.5405;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;270
270;0.5694;186.5985;80730.1523;0.1297;164.2723;4098710.2771;1.0459;16.1506;11366.9069;7.9951;447.6477;597.457;778.699;6.3278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.5635;87.8822;94.9088;0.0;163.2935;104.7903;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.1695;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;271
271;0.6072;168.1415;82167.8444;0.1129;144.8099;3878279.1781;1.0008;16.3562;10162.7887;7.4757;408.9087;526.9847;832.6337;4.3673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.7104;107.1049;94.1065;0.0;191.5596;99.4683;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.5307;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;272
272;0.5524;185.9473;78514.2038;0.1302;165.0674;3883082.2653;1.0186;16.0387;11595.2445;7.5902;457.0685;536.8345;820.8757;6.4883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.8367;84.0623;93.9221;0.0;172.8339;82.5735;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;566.7121;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;273
273;0.5935;240.3122;79617.2912;0.1649;220.1533;3744461.1232;1.5163;16.005;11605.6044;7.0432;414.9659;541.2362;788.0091;6.299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.6148;86.1744;95.1736;0.0;192.298;93.5808;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.8319;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;274
274;0.5861;229.0497;79765.8132;0.152;208.0682;3855045.2583;1.4379;16.8342;10914.4109;7.5045;415.7478;557.9318;743.5568;5.7628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.1547;91.8731;95.6747;0.0;196.682;89.4441;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.0964;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;275
275;0.567;213.7769;81238.6726;0.1064;191.1491;3990597.7423;1.192;16.9215;10422.1204;7.3792;451.7389;569.1552;791.423;3.2798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.9827;88.987;93.8071;0.0;182.1839;109.644;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;569.1982;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;276
276;0.5682;238.7814;80390.2317;0.1238;216.4035;4047922.6965;1.3788;15.2043;11897.2517;7.615;448.0086;526.2921;836.713;4.5244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.3652;103.5961;95.0534;0.0;188.2362;84.8744;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.6341;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;277
277;0.6447;231.0652;78882.3451;0.1642;207.3009;3901061.6283;1.4418;15.7115;10448.1567;7.8323;407.4517;595.9507;842.6559;6.323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.1301;81.6842;94.3679;0.0;167.8338;90.1478;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.6057;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;278
278;0.5397;274.1625;78377.7368;0.1356;253.284;4049416.85;1.4814;16.314;11888.7087;7.067;482.1681;555.7554;876.9359;4.8388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.3448;85.2627;93.909;0.0;173.0396;80.333;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;561.2393;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;279
279;0.6425;231.6371;81309.5979;0.13;207.161;3883446.9015;1.1848;15.5929;10175.3292;7.3997;496.8934;502.9839;727.6414;5.0634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.6571;88.6981;94.6334;0.0;183.117;110.8146;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;555.1801;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;280
280;0.5838;173.1053;79611.6669;0.113;151.338;3680574.484;1.0742;15.8969;10636.5104;7.9314;405.1031;536.3994;741.5684;4.3647;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.8937;84.6768;95.7518;0.0;189.6468;94.7449;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.8003;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;281
281;0.5797;236.7105;81602.2666;0.1087;213.4764;4025116.656;1.2374;16.2636;10652.1051;7.6873;494.4707;529.9379;709.983;3.4722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.4375;91.7653;95.4432;0.0;198.3878;109.8555;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.1676;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;282
282;0.593;292.2045;79692.4635;0.1579;268.07;4420323.9864;1.5013;16.8677;10858.2888;7.653;499.5389;591.6153;812.4804;5.8113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.8517;97.5541;93.1607;0.0;191.1265;82.8082;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;569.5542;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;283
283;0.5725;252.9903;81264.5643;0.1152;231.1058;3889066.448;1.5505;16.5179;10758.5259;7.6457;427.4828;560.4702;795.175;3.2491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.6754;89.3717;95.5045;0.0;196.3194;108.8534;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;553.6339;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;284
284;0.6457;252.0389;82955.4164;0.1554;228.6446;3958205.7517;1.5387;15.0011;11278.8725;7.6378;418.2236;549.8286;733.9151;5.7545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.1995;101.2056;93.7229;0.0;195.9209;111.9456;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;552.6729;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;285
285;0.6858;300.6443;83693.0571;0.1603;274.1319;4222722.6805;1.5596;15.9223;10003.1861;7.6555;498.2597;516.2064;772.9388;5.4764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.7129;103.9899;94.396;0.0;180.5947;116.2148;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;563.9546;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;286
286;0.6133;244.6838;79638.6978;0.1071;218.4826;4121743.1698;1.287;15.2218;10334.6366;7.6191;487.9803;592.345;898.7661;3.1788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.2788;80.5673;95.7212;0.0;199.1583;101.052;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;556.0052;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;287
287;0.6023;234.5527;80095.6881;0.1436;211.7418;3983272.4489;1.2811;16.5718;10537.2569;7.7585;461.7864;559.1593;774.5288;5.8439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.7496;83.974;93.0383;0.0;165.0573;101.3555;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;551.3567;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;288
288;0.5857;233.4598;80324.938;0.1252;209.4001;4196362.6074;1.2343;16.4733;10587.7205;7.2609;484.5693;581.2019;866.4558;4.6187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.6132;87.1247;95.1139;0.0;163.6898;100.7387;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;562.4896;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;289
289;0.5434;276.8741;79802.2235;0.1363;257.3902;3819755.2116;1.5336;16.8247;11652.3111;7.8689;477.4236;505.0852;884.6985;4.7968;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.7476;82.8073;94.7258;0.0;198.4029;99.1093;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;553.0689;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;290
290;0.611;204.5562;81882.9331;0.11;180.0245;4009678.494;1.0721;15.625;10460.7207;7.5687;469.5951;544.2705;739.168;4.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.4649;91.2698;93.1261;0.0;188.911;113.0013;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;561.6782;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;291
291;0.6218;270.3948;79582.6093;0.1494;248.0217;3769275.546;1.4941;16.4396;10248.073;7.6713;465.3146;514.3853;821.8165;5.2526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.8939;81.0719;93.3428;0.0;171.4549;99.2471;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;550.7059;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;292
292;0.5222;249.9147;80847.6255;0.1145;229.4471;4058702.4775;1.3473;16.7458;11841.7542;7.2425;483.2659;525.4755;729.2066;3.9819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.7916;97.6305;94.4957;0.0;195.8794;95.2915;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;555.6575;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;293
293;0.6241;265.5491;83822.4746;0.1544;242.4222;4127564.4316;1.5696;15.4754;11532.7669;7.3944;433.615;571.0955;881.1602;5.5751;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.8278;102.7157;93.49;0.0;171.9518;119.7423;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.0278;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;294
294;0.6452;243.8498;81170.8436;0.1409;221.3557;3620619.983;1.5323;15.8402;10161.4364;7.4535;409.5331;505.4249;854.5391;4.5442;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.2791;86.8448;94.4031;0.0;194.8046;110.4636;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;555.5862;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;295
295;0.625;202.2703;79745.6459;0.1465;178.8732;3899277.0046;1.1489;15.2751;10910.3236;7.5202;447.2492;537.0781;703.9918;6.8075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.6813;94.3318;95.6601;0.0;197.7901;87.3406;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;557.4075;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;296
296;0.5341;193.807;79658.341;0.0997;172.4023;3925034.0497;1.189;15.4069;11901.9432;7.6364;410.0596;581.3908;844.1238;3.5063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.3353;87.182;94.1738;0.0;170.6864;92.905;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;553.1415;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;297
297;0.632;233.8725;79287.4027;0.1368;209.0419;3975956.2321;1.2297;15.9937;10011.6417;7.8428;481.5391;505.5013;848.2822;5.2589;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.381;94.5189;94.3282;0.0;168.0837;82.099;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.0706;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;298
298;0.6283;224.8921;81120.7558;0.1599;202.5071;3876589.6211;1.3966;15.7756;10977.6279;7.6088;414.0628;523.0074;712.0701;6.4669;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.2719;108.1351;95.0916;0.0;197.7195;88.6465;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;561.0103;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;299
