;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;L (years);D (km);r (%);Em_elFC (gGHG/kWh);Em_elVC (gGHG/kWh);Em_elBatt (gGHG/kWh);C_fuel;cd_phev (%);fe_phev_cd (%);fe_phev_cs (%);c_phev_el;c_phev_synth;E_battPHEV;E_batt;P_batt;P_fc;C3;C5;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
299;0.5756;252.8144;80888.7292;0.1483;232.5148;3842805.9921;1.4324;16.1039;11755.1742;7.3964;461.2866;514.2673;830.2173;5.7941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.1763;85.73;94.63;0.0;163.3115;108.6903;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.9429;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;300
300;0.5854;212.3915;79833.3209;0.1276;191.1914;3697250.3015;1.3439;15.4176;11311.6298;7.8098;402.9399;542.3203;773.0331;4.795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.9483;83.9308;94.3155;0.0;179.439;98.4368;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;550.1664;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;301
301;0.66;205.6141;80007.1597;0.1395;179.7146;3981058.0915;1.0627;15.2009;10111.987;7.4024;486.1914;503.0574;853.463;6.3313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.394;93.8773;95.7368;0.0;193.7818;89.8013;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;563.0034;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;302
302;0.5784;201.036;80155.8356;0.1318;180.0653;3764218.0323;1.1606;16.4433;10916.2125;7.5009;444.8175;531.9045;778.3156;5.5401;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.5765;84.371;95.4726;0.0;166.2802;103.0741;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.1515;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;303
303;0.5729;212.5063;80427.4332;0.1394;189.7807;4215821.6268;1.1125;16.3429;11351.1052;7.3318;481.9186;575.1272;722.0093;6.6455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.1695;96.1655;94.0732;0.0;194.1447;92.4505;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;553.3145;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;304
304;0.6082;249.4092;79353.2115;0.1648;228.187;3798437.1184;1.5448;15.0138;11921.3045;7.4487;417.4022;544.0636;779.5688;6.3949;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.9651;91.9828;94.098;0.0;182.749;85.5688;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;555.5598;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;305
305;0.5272;276.4192;78875.5124;0.1202;255.3825;4077333.1461;1.5289;16.6134;11666.4585;7.9403;475.7407;598.1434;718.3432;3.7991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.1708;80.2972;94.8424;0.0;186.127;91.7231;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.9201;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;306
306;0.6226;195.2999;80587.975;0.1383;173.1269;3689805.0747;1.1802;16.1978;10273.633;7.772;410.1568;512.6216;745.2979;5.7467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.6564;91.6485;93.1076;0.0;181.84;98.1207;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;562.0143;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;307
307;0.6143;247.6414;81066.2307;0.1168;222.2678;4134545.2789;1.2744;16.0881;10128.4033;7.541;497.3229;563.5132;882.1371;3.8231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2317;83.6994;94.9537;0.0;166.4949;113.6089;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;550.486;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;308
308;0.5553;183.8029;80097.6601;0.0922;161.0031;3943694.9651;1.0797;15.2858;11315.7429;7.7812;422.5208;571.3732;822.6696;3.0281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.9446;90.3891;94.3542;0.0;167.1445;94.8632;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;554.1826;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;309
309;0.5832;240.2412;78141.0563;0.1485;218.7054;3871241.7446;1.4394;15.8243;11359.6497;7.9667;434.113;571.4562;869.2502;5.7099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.1033;80.3077;95.1413;0.0;194.3533;82.3353;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;565.2983;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;310
310;0.639;258.0622;81853.7378;0.1515;233.4614;4130394.5063;1.3541;16.5975;10115.7693;7.299;496.2519;524.9639;720.8043;5.8058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.8496;98.2791;95.8478;0.0;164.5737;105.0299;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;552.9503;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;311
311;0.6129;195.0267;82945.7944;0.1438;172.3384;4011920.2321;1.166;16.4032;10780.0988;7.634;420.1479;545.0379;810.1508;6.4002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.4824;109.4358;94.6592;0.0;196.5194;104.4137;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.2478;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;312
312;0.5753;252.2175;80241.9675;0.1193;229.664;3968348.4771;1.2911;16.1778;10876.1989;7.6955;499.2776;500.9847;879.2785;4.1811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.7267;88.6604;93.4659;0.0;180.4689;97.711;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.9178;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;313
313;0.5845;226.9036;79758.343;0.1405;204.3437;4052549.0315;1.2754;16.5465;10856.407;7.2398;450.5459;589.7339;823.7023;5.6311;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.8154;84.1154;93.6415;0.0;174.3296;97.613;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.5475;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;314
314;0.5476;222.3044;81267.3174;0.1227;201.2533;4026521.3299;1.2909;15.977;11971.8269;7.5355;444.6018;526.1432;860.9415;4.7377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.5374;103.0554;94.9653;0.0;191.3057;93.9122;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;564.2291;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;315
315;0.5732;244.4215;78918.9436;0.1111;222.1609;3801715.6644;1.4512;15.9016;10739.9454;7.2203;429.1927;530.5163;866.7632;3.0956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0559;86.9735;93.359;0.0;170.2986;84.6561;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;565.495;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;316
316;0.5143;220.9598;78179.8353;0.1067;200.8778;3851541.1768;1.3426;16.0573;11944.1195;7.7608;423.2028;570.6755;837.8196;3.5599;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.8888;83.2154;94.1906;0.0;174.833;80.3558;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.1384;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;317
317;0.5306;189.6134;78546.5676;0.1223;168.9229;3980241.9536;1.0194;16.7174;11507.1922;7.727;477.1698;540.7948;883.2868;5.8649;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.3642;84.7083;95.89;0.0;188.7924;82.29;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.4854;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;318
318;0.5712;188.4706;80929.3;0.1182;164.6175;4261315.7895;1.0073;16.0259;11147.4974;7.7434;459.3211;597.568;892.679;5.3499;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.7639;97.3432;93.593;0.0;168.3618;96.8989;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;565.2;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;319
319;0.5945;210.5144;80290.1654;0.1328;187.4441;4012252.499;1.0898;15.3382;11338.6412;7.0408;492.7958;549.4031;765.5635;6.0742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.5817;81.9458;95.4083;0.0;176.0556;106.2425;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.7319;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;320
320;0.5907;204.1359;81047.2387;0.147;182.7594;3904372.959;1.2275;16.0149;11404.8607;7.8839;419.6704;544.6015;894.0595;6.697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.7975;96.015;93.863;0.0;190.5412;98.8964;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;550.1881;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;321
321;0.6254;224.002;80566.2731;0.1502;200.9531;3907941.6721;1.2775;16.1558;10494.6704;7.3006;443.9728;524.4722;857.856;6.1666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.7087;93.1487;93.9868;0.0;195.7559;96.1083;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.2101;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;322
322;0.5919;198.8994;81278.2998;0.1428;176.6061;4034923.3182;1.1694;15.2108;11898.9591;7.6229;432.5176;596.6895;804.7062;6.787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.5966;85.1033;95.3686;0.0;172.8878;114.0611;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.5404;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;323
323;0.6053;274.1008;80106.1625;0.1479;250.8705;4068462.6211;1.5178;16.8424;10398.5014;7.1857;464.1314;587.424;854.2461;5.0439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.7105;84.3108;93.5083;0.0;198.2141;101.8946;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;554.4616;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;324
324;0.5735;194.55;83565.8138;0.1155;171.85;4141983.5547;1.0113;16.5585;11019.504;7.2233;476.7078;509.2072;841.4883;4.9415;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.1597;105.5692;93.4172;0.0;178.6985;113.4111;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.1346;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;325
325;0.5508;204.4981;78794.4075;0.1499;184.827;3866058.6015;1.3155;16.3885;11992.24;7.4156;400.5832;583.3297;848.7024;6.4376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.4554;83.5099;94.9429;0.0;199.5882;86.0197;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;569.1656;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;326
326;0.5557;208.8302;81000.5155;0.1089;186.171;4107518.236;1.085;16.4955;10989.3244;7.8302;479.5943;569.3568;764.5596;4.144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.9792;86.7516;93.0756;0.0;166.1492;108.7276;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.365;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;327
327;0.5804;291.364;78884.9036;0.1184;267.8164;4020921.2909;1.5275;16.1158;10595.6318;7.7296;489.8954;565.7993;754.5347;3.4206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.2577;80.1905;93.0447;0.0;172.5935;91.6689;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;557.1526;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;328
328;0.6607;199.1086;83089.7897;0.1249;171.2988;4312634.6689;1.0042;15.0255;10320.8838;7.3854;480.7734;538.8211;874.1083;5.5483;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.9936;109.8935;93.8535;0.0;176.3382;104.9888;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.498;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;329
329;0.6532;253.4125;81747.8299;0.1653;229.6895;3974728.6142;1.4259;15.7338;10648.8746;7.8374;458.1012;517.6206;808.638;6.6038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.8114;100.6588;94.7008;0.0;171.3764;101.929;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.7692;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;330
330;0.5708;231.7029;80602.8946;0.1157;209.6605;3904175.9301;1.2645;16.466;10756.7825;7.4954;468.7275;507.6818;771.174;3.9646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5365;92.6332;94.1384;0.0;167.5136;97.6807;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.5692;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;331
331;0.5752;173.0738;80055.015;0.1334;152.0106;3816872.7382;1.0857;16.1085;11249.3707;7.4602;401.7976;534.7268;890.2581;6.2048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.5182;98.9565;95.5625;0.0;168.8745;86.4252;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;565.8816;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;332
332;0.5467;210.4281;80897.1391;0.1278;189.4352;4054238.513;1.135;16.8272;11476.9187;7.8743;475.0222;542.0567;879.9988;5.6384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.1998;93.7406;94.7749;0.0;192.5791;100.2031;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;566.5554;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;333
333;0.6033;245.5851;80356.256;0.1645;223.0745;4122126.2523;1.4401;16.8053;10896.5163;7.264;441.4375;588.0666;842.2249;6.4122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.1521;91.1648;94.8978;0.0;187.2757;95.7832;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;569.3976;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;334
334;0.5603;232.3477;79830.1604;0.1;209.1346;4026069.8726;1.1785;15.67;11068.2593;7.2855;497.0011;534.9694;741.454;3.1705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0688;86.1455;93.2621;0.0;173.413;95.6606;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.2945;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;335
335;0.6054;256.6285;82625.6465;0.1503;235.2886;3874134.9981;1.4948;15.8516;11452.6942;7.5937;443.1316;525.1225;787.3728;5.6687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.2068;96.1122;93.7474;0.0;188.4836;115.8476;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;550.7425;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;336
336;0.6328;271.5104;84225.9284;0.1328;245.5346;4375617.7057;1.4131;15.9139;10585.0579;7.1368;492.0039;560.0458;852.4121;4.4706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.2986;108.2258;94.2916;0.0;165.7612;117.8626;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;564.7377;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;337
337;0.6003;197.7085;83506.4279;0.1187;174.1023;4093172.641;1.0379;16.1806;10716.1556;7.9708;479.3374;510.1965;771.3249;5.2174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.3483;106.1831;95.1561;0.0;189.7078;113.1305;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;550.6974;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;338
338;0.6401;225.7666;80733.9372;0.1643;201.7145;4081103.1166;1.3449;15.9483;10639.2583;7.0942;425.3681;568.7081;719.2593;6.7414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.4422;106.7568;94.4413;0.0;160.7145;86.5862;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.2246;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;339
339;0.5752;196.065;80222.6484;0.1071;172.3846;4058086.3947;1.0595;16.3269;10496.0978;7.9469;467.1991;548.3583;847.02;3.9514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.16;93.0631;95.62;0.0;189.8039;93.1555;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.2957;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;340
340;0.5712;211.6459;80289.2232;0.1254;189.3591;4014296.7255;1.3197;15.3968;11698.5014;7.2043;408.0156;578.2467;864.4308;4.7291;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.9218;98.3217;94.6913;0.0;184.3086;88.6558;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.3714;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;341
341;0.6281;236.0413;81848.9719;0.1126;211.7881;3850623.9844;1.3555;15.7895;10055.2704;7.8138;443.8043;522.254;751.6686;3.2139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.3595;95.0972;94.5875;0.0;189.4918;108.8118;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;566.1786;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;342
342;0.627;209.6721;82656.5176;0.1532;187.1585;3927938.7301;1.2439;15.4303;11306.9156;7.1447;425.122;557.2892;749.153;6.8691;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.7685;93.9516;94.0879;0.0;179.1767;118.082;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;554.3845;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;343
343;0.6051;217.6632;81244.4878;0.1042;192.6722;4053361.0446;1.089;15.9458;10171.5056;7.698;498.875;540.9955;766.9286;3.3867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0507;87.2363;93.8955;0.0;161.7935;111.528;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;563.5239;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;344
344;0.5453;263.9293;81023.1447;0.1114;242.54;3993723.8035;1.5624;15.6822;11906.2372;7.0602;446.3352;567.4364;800.7804;3.252;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.4395;87.2736;95.7446;0.0;168.1236;108.4127;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;556.9869;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;345
345;0.5975;241.8698;82095.5009;0.152;220.521;3933711.1139;1.5004;16.9545;10867.8406;7.1572;412.797;521.1053;831.9777;5.4509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.9771;109.2643;93.5272;0.0;193.9404;96.0821;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.7552;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;346
346;0.5144;226.8724;82523.1916;0.0949;205.0676;4289121.3552;1.201;16.7604;11736.3039;7.9876;478.186;574.0649;776.4248;3.0665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0774;103.2363;93.2582;0.0;167.9925;106.9868;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.194;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;347
347;0.6012;215.4038;83146.9031;0.1366;190.7907;4404722.5178;1.1388;15.0548;11887.1328;7.9138;470.5757;599.9082;851.9829;6.5617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.4672;104.2268;93.5328;0.0;179.841;111.2938;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;553.0852;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;348
348;0.6226;212.3396;82855.3743;0.1264;189.395;3831226.6867;1.2925;15.5064;10768.2964;7.6644;412.3868;537.7756;736.6891;4.5615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.9704;96.0801;93.7154;0.0;185.2033;117.2587;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;569.5002;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;349
