;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;L (years);D (km);r (%);Em_elFC (gGHG/kWh);Em_elVC (gGHG/kWh);Em_elBatt (gGHG/kWh);C_fuel;cd_phev (%);fe_phev_cd (%);fe_phev_cs (%);c_phev_el;c_phev_synth;E_battPHEV;E_batt;P_batt;P_fc;C3;C5;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number
349;0.6457;198.4806;80583.2605;0.1406;173.762;3943469.5548;1.0879;15.4045;10356.3826;7.102;450.6288;550.1312;794.5524;6.3525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.8703;89.5646;93.9501;0.0;179.5082;101.104;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;561.2593;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;350
350;0.541;175.7188;79394.4679;0.0978;154.981;3714601.8182;1.0779;15.1969;11786.7884;7.1381;406.1527;529.0949;823.0656;3.5412;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.9659;88.5449;94.0662;0.0;185.4972;88.313;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;561.8582;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;351
351;0.661;273.6847;82798.657;0.154;249.9067;3883373.7024;1.5327;15.9387;10246.6226;7.3863;455.8015;515.9762;700.6163;5.3132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.047;95.6527;93.0892;0.0;171.8124;118.0108;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;555.6855;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;352
352;0.5919;241.9615;80104.3618;0.1325;217.8224;4209490.0318;1.4343;15.8713;10987.4374;7.4333;436.158;586.6325;772.3144;4.6343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.2015;106.9716;95.6369;0.0;161.2866;80.4733;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;553.5482;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;353
353;0.6315;225.6756;81330.4189;0.1279;201.3038;3936044.1556;1.2886;15.9589;10119.7273;7.0873;437.7716;575.8867;716.6083;4.3846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.7749;86.6636;93.3164;0.0;192.6111;113.1559;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;562.7125;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;354
354;0.5983;202.5402;82490.8938;0.1223;178.5184;4162623.1953;1.0257;16.3924;10571.0797;7.7214;493.7465;539.0088;814.0398;5.4852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.4568;97.1565;94.4682;0.0;192.0567;112.7544;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;550.1171;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;355
355;0.5337;211.4487;80461.3502;0.1184;191.1995;3922909.1985;1.2894;16.7577;11560.7157;7.5477;425.8224;582.3616;890.8602;4.3717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.2973;82.5241;95.6255;0.0;191.38;108.0876;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;557.7284;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;356
356;0.6739;214.7875;83546.1885;0.1469;191.2012;3738884.1585;1.3371;15.6098;10155.1221;7.1172;400.2476;511.9706;713.4617;5.5097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.4639;102.4427;93.2065;0.0;174.1345;117.0841;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.5835;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;357
357;0.623;205.6972;79852.1479;0.118;182.3468;3692103.1785;1.2715;15.049;10506.8349;7.2367;401.5083;510.6587;741.7666;3.9075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0635;99.6139;93.2303;0.0;192.8807;83.6564;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.8042;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;358
358;0.6812;195.2881;81559.0604;0.1568;170.9139;3790939.7599;1.2091;15.243;10203.4259;7.6062;407.0565;567.6015;732.7291;6.983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.7092;85.8864;95.8923;0.0;163.9011;117.312;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;552.9885;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;359
359;0.5695;224.4059;82481.7623;0.1393;203.8062;3949944.5152;1.3977;16.5779;11566.4797;7.298;413.1179;567.9585;877.1229;5.2739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.3092;95.0261;94.3441;0.0;191.0771;115.0522;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;563.8138;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;360
360;0.5248;244.2545;80686.0513;0.1053;223.4422;4003268.1047;1.45;16.471;11678.163;7.6525;443.2717;543.3824;832.2639;3.1113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.8372;95.1742;95.7893;0.0;192.7375;95.126;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;562.128;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;361
361;0.5368;262.6088;79865.2429;0.1158;240.7072;4155237.4447;1.5118;16.0479;11822.2884;7.2915;455.1047;565.4566;858.9101;3.6017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.12;99.5167;95.1833;0.0;189.2289;83.5351;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.3153;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;362
362;0.6575;238.6552;79908.9559;0.163;214.9443;3831599.0713;1.5156;15.3644;10517.6159;7.4538;407.6795;554.2517;730.9442;5.9681;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.7274;95.8068;95.7242;0.0;177.3175;87.9679;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;561.5943;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;363
363;0.5381;265.8241;79224.8398;0.1297;245.4172;3958950.1985;1.5342;16.2529;11936.346;7.3226;456.6677;562.8455;805.4912;4.4022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.3226;82.0816;95.0652;0.0;191.805;92.6611;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;557.3911;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;364
364;0.5991;247.8289;79144.5906;0.1344;223.3579;4167462.5209;1.4014;15.1177;11265.071;7.034;456.5747;573.3586;892.3012;4.9147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.9294;94.019;95.3931;0.0;170.4406;80.4287;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;550.575;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;365
365;0.5777;192.2862;80839.4584;0.1369;171.9496;3729779.7787;1.1964;15.965;11487.7866;7.7748;409.9458;539.7294;719.5363;6.0903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.9576;87.1591;94.983;0.0;164.8409;106.6282;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;556.6144;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;366
366;0.5298;171.5961;81366.113;0.123;152.7381;3771999.7965;1.0033;16.8378;11879.2466;7.3076;434.4669;503.1529;768.2271;6.1041;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.5156;94.7909;95.0352;0.0;197.6846;103.1938;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.3381;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;367
367;0.6368;253.6517;81665.4883;0.1568;230.925;3866320.0372;1.5738;15.1352;11240.1712;7.9677;414.7407;550.0783;769.27;5.6416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.2323;93.5004;94.1238;0.0;161.9446;108.2665;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.5111;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;368
368;0.5778;268.1591;79202.5105;0.1368;244.7971;4195926.113;1.4008;15.6657;11464.8698;7.5199;493.5702;570.0102;761.5654;5.1569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.3943;90.586;94.0509;0.0;178.4391;84.383;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;556.0646;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;369
369;0.6084;217.498;80432.8671;0.1531;195.7679;3838843.5945;1.3518;15.4295;11449.5076;7.6666;415.5561;580.6971;750.0032;6.3609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.087;81.8486;95.5531;0.0;171.1629;109.1014;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;566.625;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;370
370;0.5942;263.1328;80773.1249;0.1452;240.21;4123549.7979;1.543;15.0915;11919.8516;7.5954;435.2619;598.3114;786.7341;5.232;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.5733;92.482;93.1043;0.0;185.5524;99.2504;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.6375;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;371
371;0.5356;223.6773;80359.3014;0.1017;201.7112;4068465.1297;1.1721;16.4307;11272.5414;7.7517;480.7233;543.8382;747.7116;3.4857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0483;92.4105;93.0195;0.0;163.7679;95.5287;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;555.4008;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;372
372;0.5237;227.8768;80010.6005;0.121;209.2026;3710583.9878;1.3653;16.9324;11734.9733;7.9284;436.1232;521.3086;797.0167;4.3222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.5905;80.0313;94.7795;0.0;168.6671;105.2092;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.5801;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;373
373;0.6124;181.5918;79735.9062;0.1265;157.3059;3984928.4766;1.0873;15.9317;10299.2349;7.0551;411.2444;565.1798;788.8899;5.1138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.4008;102.0515;94.6561;0.0;160.0208;80.6231;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.9649;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;374
374;0.5288;219.0873;82491.2807;0.1101;197.8699;4179993.8409;1.1912;16.4758;11957.4115;7.3615;464.5501;529.1527;792.2979;4.1669;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.9945;109.3103;93.1283;0.0;178.527;99.9746;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;565.5807;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;375
375;0.6119;231.6664;78959.6832;0.1254;207.6852;3892062.2421;1.2285;15.7194;10324.5799;7.9187;472.2189;519.131;826.0924;4.5758;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.5101;85.1449;93.0159;0.0;179.2686;86.3919;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.4973;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;376
376;0.5857;233.1661;80791.6129;0.1742;214.4742;3670291.6703;1.5258;16.8482;11654.4805;7.1233;403.6374;509.9482;714.6407;6.8484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0984;96.3492;95.6221;0.0;188.0153;95.9955;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;562.5625;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;377
377;0.5531;231.1189;80682.0194;0.1285;211.1116;3801899.7622;1.3235;16.2598;11686.871;7.6303;446.6384;525.3522;746.9559;4.9326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.6525;87.0665;93.2421;0.0;198.7199;104.5509;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;564.363;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;378
378;0.5848;204.3859;82371.0833;0.1365;181.4764;4209673.697;1.067;15.817;11617.428;7.1775;483.1419;531.4099;872.2358;6.6339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.5577;104.3711;94.5939;0.0;166.4255;104.0365;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;569.9262;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;379
379;0.5742;186.351;81960.5836;0.1407;166.0478;3838505.9099;1.1652;16.3728;11547.1326;7.365;400.6644;528.1363;709.041;6.4623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.9737;108.277;93.6251;0.0;197.4753;96.2386;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;561.7699;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;380
380;0.6108;196.1513;83522.281;0.0996;170.1011;4256392.8579;1.0905;15.1026;10818.7928;7.3921;437.9805;586.3505;841.6358;3.365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.3548;109.7685;93.5013;0.0;180.35;109.4233;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;552.8249;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;381
381;0.6115;244.8818;82689.1208;0.1359;221.5346;4058851.3474;1.4442;15.2197;11422.5076;7.873;437.5569;566.8962;839.2365;4.9059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.7637;95.7375;94.9871;0.0;187.7482;115.9886;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.4433;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;382
382;0.6141;199.1075;83637.7301;0.1405;176.6832;3960082.9798;1.2082;16.335;10811.0172;7.2273;413.6628;546.7524;751.2112;5.9984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.9216;105.3528;94.1964;0.0;165.3206;114.895;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;551.6175;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;383
383;0.6691;225.5737;83432.0327;0.1499;201.3993;3884518.2882;1.3311;15.334;10479.1297;7.2477;426.4538;513.1987;763.3629;5.8278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.2518;106.3918;93.8575;0.0;160.761;112.375;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.5617;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;384
384;0.6094;190.6836;83929.5854;0.1354;167.1271;4170806.2686;1.0446;16.2094;10923.0334;7.892;453.9838;534.0347;838.5373;6.6148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.9039;108.2431;94.4904;0.0;187.6487;113.6933;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.3024;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;385
385;0.5874;282.2231;80540.1267;0.1707;260.3526;4226816.7499;1.5094;16.4057;11780.3871;7.9254;486.4743;552.6616;884.4777;6.8516;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.2559;95.4411;93.9175;0.0;174.6887;93.6698;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;568.0555;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;386
386;0.6893;254.2247;81180.0097;0.1696;227.2604;4211714.157;1.4806;15.4733;10094.5337;7.4382;435.5797;583.9384;841.0645;6.3052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0315;108.4991;94.4987;0.0;167.3465;89.4901;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.8633;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;387
387;0.6129;225.8057;82266.2823;0.1357;203.4992;3845289.8889;1.351;15.1885;11349.6494;7.9375;421.6405;512.7285;707.3823;5.2789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.27;103.9072;93.2136;0.0;179.7451;103.0378;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;558.2203;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;388
388;0.5523;273.0077;80533.0719;0.12;251.1195;4077693.4534;1.5535;16.8641;11046.9337;7.8134;462.8902;579.1284;754.2962;3.5851;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.411;86.2365;95.3571;0.0;197.0016;103.2448;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.4108;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;389
389;0.5688;292.3977;82771.9932;0.1214;270.2243;4102596.5086;1.5978;16.2287;11400.9828;7.9218;473.6812;550.6607;756.0948;3.6607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.4163;94.4294;93.2671;0.0;181.0706;118.5467;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.9556;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;390
390;0.5813;254.8681;81586.0451;0.1551;233.3759;4114650.6317;1.3678;16.6865;11473.2489;7.1557;487.0738;554.6868;788.31;6.3665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.3229;91.3479;95.0617;0.0;194.1572;109.9115;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;562.9089;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;391
391;0.6466;224.2537;84456.2086;0.1269;200.5512;3851584.1875;1.4066;15.081;10774.969;7.0149;405.6112;521.8293;748.6452;4.1505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.997;107.8557;94.7326;0.0;187.0595;119.6823;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;567.9131;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;392
392;0.6453;264.0403;82797.4821;0.1613;239.1799;4252986.3495;1.4464;15.7233;10880.3192;7.5423;466.8224;584.7653;832.8903;6.2727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.2159;97.6934;94.0069;0.0;199.817;114.7678;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;562.1554;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;393
393;0.586;240.7552;80832.4231;0.1157;215.2725;4379975.5141;1.2542;15.6044;11014.881;7.4768;493.029;589.9983;809.616;4.102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.3854;97.8354;95.6522;0.0;189.3891;94.5236;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;557.8515;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;394
394;0.6492;183.3035;80965.8578;0.1437;159.7511;3772583.3379;1.1035;15.284;10480.0903;7.0972;408.7646;560.8911;875.4157;6.5386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0708;83.5649;94.0256;0.0;196.8674;113.079;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;564.4561;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;395
395;0.646;216.6808;82246.4426;0.1414;192.0886;4008406.3847;1.2847;15.5699;10468.5997;7.7653;420.7031;547.7875;735.833;5.5824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.5623;106.9015;93.6958;0.0;199.2213;99.6363;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;560.6722;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;396
396;0.5739;198.5212;79266.8882;0.1408;178.5098;3662568.8028;1.1254;16.7343;10937.0582;7.9307;456.1697;502.3418;780.8868;6.5763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4896;81.2628;95.7669;0.0;173.1665;95.6402;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;557.9675;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;397
397;0.618;180.7755;79314.4098;0.1438;158.3417;3751979.6829;1.115;15.8396;10558.8158;7.4003;406.0367;551.804;803.7732;6.6055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.8776;86.5371;95.2114;0.0;165.5523;90.3754;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;559.6675;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;398
398;0.574;214.5338;82001.548;0.1313;193.6261;3872933.6409;1.2523;15.457;11984.1765;7.7854;438.3681;524.5221;795.3024;5.5379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.9841;96.5915;94.4121;0.0;192.4733;108.4589;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;563.6445;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;399
399;0.5919;298.1703;82543.2306;0.1312;276.0597;3961726.3283;1.5961;15.9417;11239.5581;7.4313;484.7305;510.0896;712.6889;4.0945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.6274;92.2804;93.3258;0.0;162.129;118.9674;35.25;1124.0;1074.0;2.41;2.43;1.25;5.01;6.22;0.0;0.0;0.0;5.0;56.48;40.89;565.9701;1657.0;78600.0;20.0;0.0;40.0;80.0;25.0;33.3;1.0;4000.0;400
